"Data Source","World Development Indicators",

"Last Updated Date","2020-05-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156424.581005587","","29713.2392925923","71831.445994457","55865.9217877095","55865.9217877095","","","","","","","","","","","",
"Afghanistan","AFG","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","643174.51","744281.07","626710.87","433679.25","","","463662.430553814","12809.26","","","","",
"Angola","AGO","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14100000","18300000","7421000","16587000","5960000","9480000","2790000","15750000","4420000","","","226800000","49430571.11","1339588441.64","12021694.12","12000000","","","","16332320.86","18843635.45","21944072.217","17490960","10997630","11569560","8226880","",
"Albania","ALB","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5321983.91","15410498.39","505314.458021101","723627.416065902","7530000","40441133.4106947","17098527.1570287","739036.184704184","13339406.1051136","1650606.39559554","1185804.07535828","740461.814541586","1945283.40574265","2703932.26362697","10991466.0499114","14949446.678663","",
"Andorra","AND","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","1233810.09842321","452559.080276074","1110285.59345826","479999.52011568","769401.583155593","1270116.79814651","2320052.91054409","830147.986468612","1828070.44377977","1248505.22247596","6857146.83247078","2306566.48363866","3110336.18547174","1218152.91473539","12113791.7974301","5384885.99522934","4134818.03929226","1405501.95452616","5807257.65610298","43379176.6685663","50984681.5121339","61075577.2589918","59092853.2161149","73297584.576223","62633819.2531487","99847249.8781775","78702515.7125305","74893529.5256933","165457003.008727","133984587.657052","174411828.808832","318268578.534546","157473828.154303","41334881.8671488","63801539.9242992","48832292.9074367","53838247.2605413","30495082.1401734","102773106.347284","64825403.0959116","65589647.580544","74105128.4105739","80221050.9893132","68558026.9922722","",
"United Arab Emirates","ARE","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","23000000","14000000","4000000","3000000","4000000","6000000","12000000","2000000","4000000","8000000","16000000","14000000","6000000","7000000","4000000","4000000","5700000","6960000","8700000","12400000","15554642.4928916","17579252.9146114","26332381.7137999","25406457.6116032","36756558.0114996","46775129.5457136","33450000","51500000","61210000","51080000","80512422.8122706","96694187.4534156","99367650.4020731","105965489.617584","152187821.078051","155396388.283537","158152120.0527","179902421.57","174205013.476897","161745946.96071","168807424.709248","355748663.933946","315795013.760819","",
"Armenia","ARM","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"American Samoa","ASM","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170237056.690935","162330634.564819","154230038.157313","148081020.271711","186941007.398405","239301517.388523","261031140.985049","294468435.604387","358625655.750041","309259521.386905","381549793.139935","394187702.949771","336750552.216522","345584849.625227","450714506.611917","537973548.658145","573756156.572708","641546473.141993","713645961.039888","746149101.650395","789823546.487552","978059795.188932","948333508.18577","859824156.705119","813652776.299392","851550055.536043","783100619.94872","820885409.158888","922957692.480288","973423718.724963","",
"Austria","AUT","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","390572076.188764","707564674.264839","944971637.631048","1166742028.45033","1005495405.80814","925872141.125541","1038988008.35362","1096419839.37035","1078834580.20135","1279030736.79152","1052235869.68451","1170283651.77711","1305251386.42325","1397749718.21429","",
"Azerbaijan","AZE","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","6000","56000","22000","13000","1800000","149000","23000","28000","","","","","","","",
"Burundi","BDI","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4678.55424744002","4228.75300746228","45463.5822451959","29676.34039215","6807.05601189222","241.746375818915","13706.9092654658","3365.3473687015","",
"Belgium","BEL","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","649578711.051761","883952796.310744","1022734876.1544","1359788108.7515","1543172139.27055","1678612578.17075","1515830243.09018","2557958273.71557","2480222841.12554","2533613936.39069","2649669442.82259","3356686924.5767","3306641239.14738","3203851057.56824","3785873237.54911","3854788530.34384","4363966688.59891","",
"Benin","BEN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1365.37841285184","2883.03570352994","87946.5879623204","","","1914.14806691507","","20179.3703226736","","2021.0420296859","","","","7858.11119194891","5074.32449364059","843.7314586478","","143254.131513343","",
"Burkina Faso","BFA","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78480.070743518","102374.734809704","38116.5883872724","8505.32837899436","448671.330590269","772416.045658874","746244.775167236","797732.942023611","840493.851716185","712096.870607563","701984.573594969","726642.72016037","842565.458693534","",
