"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.GNS.ICTR.ZS","Gross savings (% of GDP)","Gross savings are calculated as gross national income less total consumption, plus net transfers.","World Bank national accounts data, and OECD National Accounts data files.",
