"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"BX.GRT.EXTA.CD.WD","Grants, excluding technical cooperation (BoP, current US$)","Grants are defined as legally binding commitments that obligate a specific value of funds available for disbursement for which there is no repayment requirement. Data are in current U.S. dollars.","World Bank, International Debt Statistics, and OECD.",
