"Data Source","World Development Indicators",

"Last Updated Date","2020-05-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.528006388224179","0.539397674691872","0.547380436441117","0.563032730789006","0.58600802437748","0.593319338913559","0.601762997180145","0.613483020116749","0.646507038156631","0.651325561976335","0.643762076224994","0.665404661734151","0.684700359899475","0.68632051121538","0.682836854666313","0.684279497791978","0.683742115556754","0.705472493602799","0.727116872404939","0.734078459288357","0.720710271546654","0.727899780486547","0.736009941420743","0.717860759969531","0.73123417753081","0.761085049400117","0.757045053236978","0.754575223230117","","",
"Afghanistan","AFG","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.204587849031525","0.205510004431692","0.228411999000272","0.236577873652287","0.24470500679283","0.292742141777084","0.286553625512779","0.288266225260112","0.317614157153609","0.347847320708464","0.335220718492723","0.316130148301833","0.296631402024494","0.277135475365809","0.257036725160516","0.252569463628664","0.234030753524589","",
"Angola","AGO","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.355283757857436","0.321348395714166","0.261421549348488","0.233268597396861","0.173396817302276","0.18429943849742","0.216599050154156","0.201704309245235","0.162070706998984","0.147862778692396","0.208237906987457","0.191398648940499","0.231509769339449","0.257176421493263","0.298437922288918","0.39496340973047","0.486925150869579","0.518230463221512","0.620335489956474","0.484709791435889","0.544610038265406","0.687772274360489","0.68687798265948","0.683079264274519","0.661248083053621","0.567798649722404","0.493439125052215","0.560233619370081","0.483912367245896","",
"Albania","ALB","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29231565829324","0.21287302284841","0.133006187091887","0.215537238081573","0.309207349565326","0.339565682920462","0.338991154008815","0.264061210384542","0.269376890770553","0.297621233799081","0.291715043666349","0.297963834959499","0.30573022979423","0.369622135162406","0.437704721012806","0.455863657860019","0.45325395085878","0.494109133180368","0.531155921455253","0.466376263053785","0.424938383563215","0.434688738178691","0.4035261351669","0.417469819184915","0.406657584686534","0.338948449406299","0.341466893112797","0.346189898249797","0.380819638434591","",
"Andorra","AND","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.317901714943702","0.309996106042073","0.30856527671067","0.30527600871541","0.298108979967415","0.303395829389136","0.315140680750406","0.306848328655424","0.290405068512011","0.310442879684487","0.338452180723259","0.323407202146342","0.330376594078037","0.337562024780044","0.356657617595071","0.403045320793416","0.43800332672223","0.480008134381375","0.558113690170244","0.469793926920566","0.522384921809974","0.579062865006023","0.597193843252079","0.607741649983447","0.595054990016659","0.601049440096964","0.60252740806751","0.604980798543434","0.636642373147831","",
"Argentina","ARG","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.602233017769056","0.716430579351759","0.782596403298649","0.731060469706901","0.735434659771603","0.743129894224848","0.729385404493395","0.713694800442211","0.693716388734578","0.671283862818162","0.663416497704287","0.642063803701404","0.25798633107796","0.303832177550942","0.350209773099274","0.376589222473188","0.395874775264537","0.437262729897804","0.51831978196951","0.503536461139837","0.575019498214977","0.664978426902684","0.664258587993253","0.649605940420289","0.628267402514757","0.688768123289202","0.634656745534401","0.619272318666963","0.501457436217434","",
"Armenia","ARM","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.229734528695955","0.230665265800258","0.238394529670293","0.241048157237041","0.245137014544578","0.250761413212091","0.252989824797202","0.247116629387409","0.263056663836791","0.24463358334652","0.234043945444774","0.231669503419353","0.226019046991077","0.229846393992667","0.25815746446751","0.301255946348052","0.336538712131517","0.41546635279792","0.482926470631802","0.413980912675193","0.428755699322909","0.439327822175122","0.378202541525759","0.350456823939933","0.397158089338228","0.300631971514698","0.279374075482547","0.323110429073883","0.32339130498684","",
"American Samoa","ASM","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
