"Data Source","World Development Indicators",

"Last Updated Date","2020-05-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","0.60363357492882","0.500545382222191","2.03095406271543","3.50997275211793","3.65935422971088","1.44198510172115","3.41611943484137","4.69894436739492","4.87813393784561","5.36641975703308","4.44044254765745","",
"Angola","AGO","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","857.426016814028","210.282093273781","322.711482173801","832.097073343004","322.647420662128","110.407451740902","198.274600748869","321.538650227079","169.368620007939","86.6917331156577","72.4387784503261","26.1644429900529","20.2703486494019","13.3783778635783","18.9732925001565","23.2109704895766","22.4176056747965","27.9043819509253","36.0361151377693","28.3357047519037","34.3259857386772","18.5027607175325","21.1688012912053","15.0009259339785","",
"Albania","ALB","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","346.757132997989","259.997958775359","23.4967416176705","9.7685040531541","13.9543870100877","8.35222633361744","5.55114862034797","5.6731329668996","3.97347591816303","3.35222879829129","14.3922629351933","0.0884061270020609","10.7695781327972","21.3191998154122","23.6208019479122","48.6360211019078","28.7275447289278","29.2509803194527","44.1769359959895","56.537350710086","72.231955202115","70.3579423598033","57.1929492080313","60.1386398743104","59.8848516715274","55.5934667175768","",
"Andorra","AND","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","93.7240924937401","225.753271291544","130.142426171835","49.7102684647589","44.4014135577662","100.091397226393","51.4290150764939","70.8647463496458","57.7753859808006","59.441763007603","111.688420519803","258.105267254282","366.810490421624","313.823382220787","413.750820223437","143.140885168003","99.6039874931724","94.6176840152382","110.866431618905","264.998316462704","167.796984878144","181.517238037926","141.314299050237","55.8260561945794","44.8090349152448","133.639251244303","119.161401673162","142.646948249886","124.542832608766","111.631982910515","112.616043631839","137.431550112671","141.385412702771","158.125464490032","135.042097493229","124.780594704544","88.221264407819","41.6056296870482","41.9086809815019","40.1729491472597","31.4380041197867","55.6471331514044","58.4220280460627","120.166698076862","107.896410267679","232.887650249561","106.773917068243","100.264613083072","102.055425588505","",
"Armenia","ARM","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.14720096129342","2.95386606132214","1.9247670585887","0.832334180149883","9.19632672080506","15.4078107423878","16.2102422994846","14.1371588005167","12.7329569554325","51.0471243954716","80.4817651113622","74.8504538708111","44.4897261478699","28.627190714782","30.1753891167472","37.0188864923087","26.4105518994017","35.1449491306728","46.7634718982848","46.7958753059361","51.0690070479893","60.9772091845694","37.3826638995078","48.6190825089664","38.4164314601115","50.1920516857049","",
"American Samoa","ASM","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
